row_id,ticker/entity,memory_type,statement/text,status,confidence,source_id,source_type,source_title,source_published_at,created_at,updated_at,duplicate_cluster_id,fanout_cluster_size,classification,proposed_action,reason,certainty,risk_level,manual_review_required,original_store,proposed_destination_if_any
1496,A2M,risk,Potential negative impact on consumer trust and future sales,active,0.8,news:art_aa13edd261034dba97055d8a,newspaper4k,DATA_MISSING,2026-05-03T22:52:00Z,2026-05-04T17:13:08+00:00,2026-05-04T17:13:08+00:00,DATA_MISSING,DATA_MISSING,candidate_alias_merge_later,alias_merge_candidate_later,"entity belongs to a known alias-fragmented group, but row-specific target evidence is not strong enough for merge without identity audit",low,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
1497,A2M,risk,Risk of further regulatory actions or investigations,active,0.8,news:art_aa13edd261034dba97055d8a,newspaper4k,DATA_MISSING,2026-05-03T22:52:00Z,2026-05-04T17:13:08+00:00,2026-05-04T17:13:08+00:00,DATA_MISSING,DATA_MISSING,candidate_alias_merge_later,alias_merge_candidate_later,"entity belongs to a known alias-fragmented group, but row-specific target evidence is not strong enough for merge without identity audit",low,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
1691,GCMC,observed_fact,Chrysos Corporation's share price fell 6.39% despite a positive trading update,active,0.8,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-05T04:19:40+00:00,2026-05-05T04:19:40+00:00,fanout_0008,50,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets CHRYSOS/C79/GCM; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
1796,PETT,catalyst,Pettimed's capital raising at 1 cent per share,active,0.79,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-05T04:20:56+00:00,2026-05-05T04:20:56+00:00,fanout_0001,67,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets PET/PETT/PETTIMED; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
1812,GCMC,catalyst,Chrysos Corporation's guidance towards the upper end of their range,active,0.74,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-05T04:21:01+00:00,2026-05-05T04:21:01+00:00,fanout_0038,25,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets CHRYSOS/C79/GCM; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
1829,A2M,catalyst,A2 MILK's voluntary recall of three batches of A2 Platinum USA label infant milk formula,active,0.74,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-05T04:21:06+00:00,2026-05-05T04:21:06+00:00,fanout_0036,25,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets A2M/A2 MILK; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
1849,A2 MILK,catalyst,A2 MILK's voluntary recall of three batches of A2 Platinum USA label infant milk formula,active,0.74,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-05T04:21:12+00:00,2026-05-05T04:21:12+00:00,fanout_0036,25,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets A2M/A2 MILK; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
1892,ENDV,risk,Negative trading updates from A2 MILK and Endeavor Group,active,0.74,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-05T04:21:37+00:00,2026-05-05T04:21:37+00:00,fanout_0011,50,preserve_company_alias,alias_merge_candidate_later,"row text explicitly targets A2M/A2 MILK, END/EDV/ENDV/ENDEAVOR GROUP; entity is part of an alias-fragmented group that needs a separate ASX identity audit",medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
1928,PETT,risk,Pettimed's oversupply of shares and poor market reception,active,0.76,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-05T04:21:50+00:00,2026-05-05T04:21:50+00:00,fanout_0041,25,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets PET/PETT/PETTIMED; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
1944,GCMC,risk,Chrysos Corporation's share price reaction to a positive update,active,0.74,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-05T04:21:54+00:00,2026-05-05T04:21:54+00:00,fanout_0039,25,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets CHRYSOS/C79/GCM; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
1961,A2M,risk,A2 MILK's potential overreaction from the market due to the product recall,active,0.74,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-05T04:22:00+00:00,2026-05-05T04:22:00+00:00,fanout_0035,25,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets A2M/A2 MILK; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
1981,A2 MILK,risk,A2 MILK's potential overreaction from the market due to the product recall,active,0.74,youtube_transcript:asx-daily-rundown-atlassian-lifts-tech-a2-milk-recall-shock-accent-group-all-time-lows:88e960386e503796,youtube_transcript,"ASX Daily Rundown | Atlassian Lifts Tech, A2 Milk Recall Shock & Accent Group All-Time Lows",2026-05-04T08:15:01Z,2026-05-05T04:22:07+00:00,2026-05-05T04:22:07+00:00,fanout_0035,25,preserve_company_alias,alias_merge_candidate_later,row text explicitly targets A2M/A2 MILK; entity is part of an alias-fragmented group that needs a separate ASX identity audit,medium,HIGH,yes,company_memory.sqlite:memory_entries,company_memory.sqlite:canonical_alias_after_identity_audit
